date,customer_request,agent_reply,topic,topic_probability,theme
2023-03-10,Fehler an CNCF-500: Druckabfall Hydraulik. Was bedeutet das?,"Guten Tag. Ein Druckabfall im Hydrauliksystem der CNCF-500 deutet auf ein Problem mit der Hydraulikpumpe, den Leitungen oder den Ventilen hin. Bitte informieren Sie uns über die genaue Fehlermeldung und die Seriennummer der Maschine.",4,0.17172876677726595,Ersatzteile & Technik
2023-04-07,Die Software stürzt ständig ab. Ich benutze Version 3.2. Was kann ich machen?,"Guten Tag. Software-Abstürze können verschiedene Ursachen haben. Bitte stellen Sie sicher, dass Ihr Betriebssystem und Ihre Grafikkarte die Systemanforderungen erfüllen. Versuchen Sie, die Software neu zu installieren. Eventuell ist auch ein Update auf die neueste Version hilfreich.",1,1.0,Software & IT
2023-04-21,Kann ich DXF-Dateien in die Software importieren? Es funktioniert nicht.,"Guten Tag. Ja, unsere Software unterstützt den Import von DXF-Dateien. Bitte stellen Sie sicher, dass die DXF-Datei korrekt formatiert ist und die Version mit der Software kompatibel ist. Überprüfen Sie die Importeinstellungen in der Software.",7,0.24864657096187512,Software & IT
2023-05-03,Wann ist der nächste Wartungstermin für meine SCS-100 fällig? Ich weiß es nicht mehr.,"Guten Tag. Der Wartungsintervall für die SCS-100 beträgt 6 Monate oder 500 Betriebsstunden, je nachdem, was zuerst eintritt. Um Ihren letzten Wartungstermin zu ermitteln, benötigen wir die Seriennummer Ihrer Maschine.",9,1.0,Wartung & Service
2023-05-15,Welche Spezialwerkzeuge benötige ich für die Wartung der FSL-300?,"Guten Tag. Für die regelmäßige Wartung der FSL-300 benötigen Sie unter anderem einen Drehmomentschlüssel, einen Schraubendrehersatz und einen Satz Inbusschlüssel. Eine detaillierte Liste finden Sie im Wartungshandbuch.",12,1.0,Wartung & Service
2023-06-08,Meine DM-500 ist defekt. Ich habe sie vor 3 Monaten gekauft. Was muss ich tun?,"Guten Tag. Bitte teilen Sie uns die Seriennummer Ihrer DM-500 und eine genaue Beschreibung des Defekts mit. Wir prüfen dann, ob Ihr Gerät noch unter die Garantie fällt und wie wir weiter vorgehen können.",-1,0.0,Lieferung & Bestellung
2023-06-25,Ich habe einen Defekt an meiner CNCF-500. Garantiezeit ist noch nicht abgelaufen.,Guten Tag. Bitte geben Sie uns die Seriennummer der CNCF-500 sowie eine detaillierte Fehlerbeschreibung an. Wir prüfen die Garantiebedingungen und informieren Sie über die nächsten Schritte.,14,1.0,Garantie & Reklamation
2023-07-12,Bieten Sie Schulungen für die HP-150 an? Ich bin neu in der Bedienung.,"Guten Tag. Ja, wir bieten sowohl Vor-Ort-Schulungen als auch Online-Trainings für die HP-150 an. Informationen zu den Schulungsterminen und Preisen finden Sie auf unserer Webseite.",0,0.739477756647713,Schulung & Inbetriebnahme
2023-07-29,Ich brauche Hilfe bei der Inbetriebnahme der SNU-200.,"Guten Tag. Gerne unterstützen wir Sie bei der Inbetriebnahme der SNU-200. Wir empfehlen Ihnen, das Kapitel zur Inbetriebnahme im Handbuch zu lesen. Bei weiteren Fragen stehen wir Ihnen gerne zur Verfügung.",0,0.3261427352793078,Schulung & Inbetriebnahme
2023-08-05,lieferstatus 12345 + rechnung bitte,Guten Tag. Wir prüfen den Versandstatus Ihrer Bestellung 12345 und senden Ihnen umgehend eine Kopie der Rechnung per E-Mail zu.,-1,0.0,Lieferung & Bestellung
2023-09-11,Sensor defekt an DM-500. Wie tausche ich das Teil aus?,"Guten Tag. Der Austausch eines Sensors an der DM-500 erfordert Fachkenntnisse. Wir empfehlen Ihnen, sich an unseren technischen Support zu wenden oder einen qualifizierten Techniker zu beauftragen.",8,1.0,Ersatzteile & Technik
2023-10-02,Software update fehlgeschlagen. Was jetzt?,"Guten Tag. Ein fehlgeschlagenes Software-Update kann verschiedene Ursachen haben. Bitte starten Sie die Software neu und versuchen Sie das Update erneut. Sollte das Problem weiterhin bestehen, wenden Sie sich an unseren technischen Support.",1,1.0,Software & IT
2023-11-17,Wartungsplan für SCS-100. Wo finde ich den?,Guten Tag. Den Wartungsplan für die SCS-100 finden Sie im Handbuch im Downloadbereich unserer Webseite. Dort sind alle Intervalle und notwendigen Arbeiten detailliert beschrieben.,-1,0.0,Lieferung & Bestellung
2023-12-03,Garantiefrage: HP-150. Spindel defekt. Was jetzt?,Guten Tag. Bitte teilen Sie uns die Seriennummer Ihrer HP-150 und eine genaue Beschreibung des Defekts der Spindel mit. Wir prüfen die Garantiebedingungen und informieren Sie über die nächsten Schritte.,3,0.44196814992442846,Garantie & Reklamation
2023-12-20,Ich brauche dringend ein Handbuch für die CNCF-500,Guten Tag. Sie finden das Handbuch für die CNCF-500 im Downloadbereich unserer Webseite. Dort können Sie es sich kostenlos herunterladen.,0,0.10275392397584092,Schulung & Inbetriebnahme
2023-01-15,"Hallo, ich habe am 02.01.2023 eine DM-500 bestellt, aber noch keine Versandbestätigung erhalten. Können Sie mir sagen, wann ich mit der Lieferung rechnen kann?","Sehr geehrte/r Kunde/in, vielen Dank für Ihre Anfrage. Bitte geben Sie uns Ihre Bestellnummer, damit wir den Status Ihrer Bestellung prüfen können. Sobald die Bestellung unser Lager verlassen hat, erhalten Sie automatisch eine Versandbestätigung per E-Mail. Die aktuelle Bearbeitungszeit für DM-500 beträgt ca. 5 Werktage.",10,0.12064300706067538,Lieferung & Bestellung
2023-01-22,"Ich benötige ein Ersatzteil für meine FSL-300. Es handelt sich um das Hydraulikventil, Artikelnummer 4711. Wie lange dauert die Lieferung und was kostet das?","Guten Tag, für das Hydraulikventil (Artikelnummer 4711) für Ihre FSL-300 erstellen wir Ihnen gerne ein Angebot. Bitte teilen Sie uns die Seriennummer Ihrer Maschine mit, damit wir die passende Version identifizieren können. Die Lieferzeit beträgt in der Regel 3-5 Werktage nach Auftragseingang.",4,1.0,Ersatzteile & Technik
2023-02-05,Meine CNCF-500 zeigt eine Übertemperaturwarnung an. Was soll ich tun?,"Sehr geehrte/r Kunde/in, eine Übertemperaturwarnung deutet auf eine mögliche Überlastung oder einen Defekt des Kühlsystems hin. Bitte überprüfen Sie zunächst die Kühlflüssigkeitsstände und die Belüftung der Maschine. Genaue Anweisungen finden Sie im Handbuch im Downloadbereich. Sollte das Problem weiterhin bestehen, notieren Sie sich die genaue Fehlermeldung und kontaktieren Sie uns erneut.",5,1.0,Sonstiges
2023-02-18,"Die Software stürzt immer wieder ab, wenn ich versuche, eine DXF-Datei zu importieren. Hat jemand ähnliche Probleme?","Guten Tag, Abstürze beim DXF-Import können verschiedene Ursachen haben. Bitte stellen Sie sicher, dass Sie die aktuelle Softwareversion verwenden. Versuchen Sie außerdem, die DXF-Datei zu vereinfachen oder in einem anderen Format zu speichern. Falls das Problem weiterhin besteht, teilen Sie uns bitte Ihre Softwareversion und die Größe der DXF-Datei mit.",7,1.0,Software & IT
2023-03-01,Wann muss ich die SCS-100 das erste Mal warten lassen?,"Sehr geehrte/r Kunde/in, die erste Wartung der SCS-100 ist nach 500 Betriebsstunden oder spätestens 6 Monate nach Inbetriebnahme fällig. Im Handbuch finden Sie einen detaillierten Wartungsplan. Für spezielle Wartungsintervalle kontaktieren Sie unseren Service.",9,0.33863972556487326,Wartung & Service
2023-03-10,"Ich habe eine DM-500 bestellt, aber noch nichts gehört. Bestellnummer ist 20230301-001.","Guten Tag, vielen Dank für Ihre Anfrage. Wir haben Ihre Bestellung mit der Bestellnummer 20230301-001 gefunden. Die DM-500 wurde gestern versandt. Sie erhalten die Versandbestätigung mit Tracking-Link noch heute per E-Mail.",10,1.0,Lieferung & Bestellung
2023-04-12,"Benötige dringend Ersatzteile für SNU-200, speziell die Spindel. Können Sie mir ein Angebot machen?","Guten Tag, für die Spindel der SNU-200 erstellen wir Ihnen gerne ein Angebot. Bitte geben Sie uns die Seriennummer Ihrer Maschine an. Die Lieferzeit für Spindeln beträgt in der Regel 7-10 Werktage.",2,0.24882864091289997,Lieferung & Bestellung
2023-04-28,Fehler an der Maschine HP-150: Druck ist zu niedrig!,"Sehr geehrte/r Kunde/in, ein zu niedriger Druck an der HP-150 kann verschiedene Ursachen haben. Bitte überprüfen Sie die Druckluftversorgung und die Einstellungen am Bedienfeld. Notieren Sie sich die genaue Fehlermeldung, falls eine angezeigt wird, und kontaktieren Sie uns erneut.",4,0.07147864767719522,Ersatzteile & Technik
2023-05-03,Software funktioniert nicht mehr richtig. Gibt es ein Update?,"Guten Tag, wir haben kürzlich ein Update für unsere Software veröffentlicht. Bitte laden Sie die neueste Version von unserer Website herunter und installieren Sie diese. Anleitungen zur Installation finden Sie im Downloadbereich.",1,1.0,Software & IT
2023-05-17,Wartungsplan für FSL-300 – wo finde ich den?,"Sehr geehrte/r Kunde/in, den Wartungsplan für die FSL-300 finden Sie im Handbuch im Downloadbereich auf unserer Website. Dort sind alle Intervalle und notwendigen Arbeiten detailliert beschrieben.",-1,0.0,Lieferung & Bestellung
2023-06-08,Die Maschine DM-500 ist defekt. Garantie?,"Guten Tag, um Ihren Garantieanspruch prüfen zu können, benötigen wir die Seriennummer der DM-500 und eine Beschreibung des Defekts. Bitte senden Sie uns diese Informationen zu.",3,1.0,Garantie & Reklamation
2023-06-22,Ich habe eine Frage zur Inbetriebnahme der SCS-100.,"Sehr geehrte/r Kunde/in, für die Inbetriebnahme der SCS-100 empfehlen wir Ihnen, das entsprechende Schulungsangebot zu nutzen. Informationen und Termine finden Sie auf unserer Website.",0,0.3243173356191707,Schulung & Inbetriebnahme
2023-07-01,Wann kommt meine Bestellung? BestNr. 20230701-002,"Guten Tag, vielen Dank für Ihre Anfrage. Wir haben Ihre Bestellung mit der Bestellnummer 20230701-002 gefunden. Die Lieferung erfolgt voraussichtlich am 05.07.2023.",6,0.4198766474092351,Lieferung & Bestellung
2023-07-15,Ersatzteil für CNCF-500 gesucht. Sensor defekt.,"Guten Tag, für den Sensor der CNCF-500 erstellen wir Ihnen gerne ein Angebot. Bitte teilen Sie uns die genaue Artikelnummer des Sensors und die Seriennummer Ihrer Maschine mit.",8,1.0,Ersatzteile & Technik
2023-08-03,Fehlermeldung Hydraulik an SNU-200,"Sehr geehrte/r Kunde/in, eine Fehlermeldung im Hydrauliksystem der SNU-200 deutet auf ein Problem mit dem Druck oder den Leitungen hin. Bitte überprüfen Sie die Hydraulikflüssigkeit und die Schläuche. Notieren Sie sich die genaue Fehlermeldung.",4,0.1764242302843958,Ersatzteile & Technik
2023-08-19,Software absturz beim öffnen von dxf. Version 2.5,"Guten Tag, Abstürze beim Öffnen von DXF-Dateien mit Softwareversion 2.5 sind bekannt. Wir empfehlen, auf die neueste Version 2.6 zu aktualisieren. Diese enthält Fehlerbehebungen und Verbesserungen.",1,1.0,Software & IT
2023-09-05,Wartung HP-150. Was muss gemacht werden?,"Sehr geehrte/r Kunde/in, die Wartung der HP-150 umfasst die Überprüfung der Verschleißteile, die Schmierung der beweglichen Teile und die Reinigung des Systems. Detaillierte Informationen finden Sie im Wartungsplan im Handbuch.",13,1.0,Wartung & Service
2023-09-21,DM-500 defekt innerhalb der Garantiezeit.,"Guten Tag, um Ihren Garantieanspruch prüfen zu können, benötigen wir die Seriennummer der DM-500, den Kaufbeleg und eine genaue Beschreibung des Defekts.",3,0.32345096265940726,Garantie & Reklamation
2023-10-10,Training für SCS-100 gesucht.,"Sehr geehrte/r Kunde/in, wir bieten regelmäßige Schulungen für die SCS-100 an. Informationen zu Terminen und Inhalten finden Sie auf unserer Website im Bereich Schulungen.",0,0.8067880714892884,Schulung & Inbetriebnahme
2023-11-16,Lieferstatus Bestellung 20231116-001 + Rechnung?,"Guten Tag, Ihre Bestellung 20231116-001 befindet sich in der Auslieferung und wird voraussichtlich morgen zugestellt. Die Rechnung senden wir Ihnen separat per E-Mail zu.",-1,0.0,Lieferung & Bestellung
2023-01-15,"Hallo, ich habe am 02.01.2023 eine DM-500 bestellt, aber noch keine Versandbestätigung erhalten. Können Sie mir bitte sagen, wann ich mit der Lieferung rechnen kann?","Sehr geehrte Damen und Herren,

vielen Dank für Ihre Anfrage. Bitte geben Sie uns Ihre Bestellnummer, damit wir den Status Ihrer Bestellung DM-500 prüfen können. Sobald wir diese haben, teilen wir Ihnen den aktuellen Stand und das voraussichtliche Lieferdatum mit. Sie finden Ihre Bestellnummer in Ihrer Auftragsbestätigung.",10,0.11987112229030707,Lieferung & Bestellung
2023-01-22,Ich benötige ein Ersatzteil für meine FSL-300. Es handelt sich um die Hydraulikpumpe (Art.Nr. 23489-A). Wie lange dauert die Lieferung und was kostet das?,"Sehr geehrte Damen und Herren,

vielen Dank für Ihre Anfrage. Für die Hydraulikpumpe (Art.Nr. 23489-A) für Ihre FSL-300 erstellen wir Ihnen gerne ein Angebot. Bitte teilen Sie uns die Seriennummer Ihrer Maschine mit, damit wir das korrekte Ersatzteil identifizieren können. Die Lieferzeit beträgt in der Regel 5-7 Werktage nach Auftragseingang.",4,1.0,Ersatzteile & Technik
2023-02-08,Meine CNCF-500 zeigt eine Übertemperaturwarnung an. Was bedeutet das und was muss ich tun?,"Sehr geehrte Damen und Herren,

vielen Dank für Ihre Anfrage. Eine Übertemperaturwarnung deutet auf eine mögliche Überlastung oder ein Problem mit der Kühlung Ihrer CNCF-500 hin. Bitte überprüfen Sie zunächst die Kühlschläuche und den Kühlmittelstand. Im Handbuch im Downloadbereich finden Sie detaillierte Anweisungen zur Fehlerbehebung. Sollte das Problem weiterhin bestehen, kontaktieren Sie uns erneut unter Angabe der genauen Fehlermeldung.",5,0.47989057516747075,Sonstiges
2023-02-17,"Die Software stürzt immer wieder ab, wenn ich eine DXF-Datei importiere. Hat jemand ähnliche Probleme?","Sehr geehrte Damen und Herren,

vielen Dank für Ihre Anfrage. Abstürze beim DXF-Import können verschiedene Ursachen haben. Bitte stellen Sie sicher, dass Sie die aktuellste Softwareversion verwenden. Versuchen Sie, die DXF-Datei zunächst in einem einfacheren Format zu speichern oder in kleinere Teile aufzuteilen. Falls das Problem weiterhin besteht, teilen Sie uns bitte Ihre Softwareversion mit.",7,1.0,Software & IT
2023-03-01,Wann ist der nächste Wartungstermin für meine SCS-100 fällig? Ich finde das nicht mehr.,"Sehr geehrte Damen und Herren,

vielen Dank für Ihre Anfrage. Die Wartungsintervalle für die SCS-100 sind im Handbuch im Downloadbereich detailliert beschrieben. Bitte teilen Sie uns die Seriennummer Ihrer Maschine mit, damit wir den letzten Wartungstermin nachvollziehen und Ihnen den nächsten Termin mitteilen können.",9,1.0,Wartung & Service
2023-03-10,Meine DM-500 ist defekt. Ich habe sie erst vor 6 Monaten gekauft. Was kann ich tun?,"Sehr geehrte Damen und Herren,

vielen Dank für Ihre Anfrage. Bitte teilen Sie uns Ihre Bestellnummer und die Seriennummer Ihrer DM-500 mit, damit wir prüfen können, ob Ihr Gerät noch unter Garantie steht. Beschreiben Sie bitte auch den Defekt so detailliert wie möglich.",-1,0.0,Lieferung & Bestellung
2023-04-05,Ich bräuchte eine Schulung für die Bedienung der SNU-200. Wer bietet das an?,"Sehr geehrte Damen und Herren,

vielen Dank für Ihre Anfrage. Wir bieten regelmäßige Schulungen für die SNU-200 an. Die aktuellen Termine und Preise finden Sie auf unserer Website im Bereich 'Service & Support'.",0,1.0,Schulung & Inbetriebnahme
2023-04-18,Versandbestätigung fehlt! Bestellnr. 12345,"Sehr geehrte Damen und Herren,

vielen Dank für Ihre Anfrage. Wir haben Ihre Bestellung 12345 geprüft. Die Versandbestätigung wurde am 07.04.2023 versendet. Bitte prüfen Sie Ihren Spam-Ordner. Sollten Sie die E-Mail dort nicht finden, senden wir Ihnen die Versandbestätigung gerne erneut zu.",11,1.0,Lieferung & Bestellung
2023-05-02,"Hallo, ich benötige dringend ein Ersatzteil für die Spindel meiner HP-150. Welche Teile sind verfügbar?","Sehr geehrte Damen und Herren,

vielen Dank für Ihre Anfrage. Für die HP-150 bieten wir eine Vielzahl von Spindelersatzteilen an. Bitte geben Sie uns die genaue Bezeichnung des benötigten Teils oder die Artikelnummer an. Die Seriennummer Ihrer Maschine wäre ebenfalls hilfreich.",2,0.26205353420462163,Lieferung & Bestellung
2023-05-15,Fehlermeldung: 'Druck zu niedrig'. Was soll ich machen? Modell: CNCF-500,"Sehr geehrte Damen und Herren,

vielen Dank für Ihre Anfrage. Die Fehlermeldung 'Druck zu niedrig' bei Ihrer CNCF-500 deutet auf ein Problem im Hydrauliksystem hin. Bitte überprüfen Sie den Ölstand und die Schläuche. Im Handbuch im Downloadbereich finden Sie eine detaillierte Anleitung zur Fehlerbehebung.",4,0.06987099531769989,Ersatzteile & Technik
2023-06-01,Die Software lässt sich nicht aktualisieren. Kommt immer eine Fehlermeldung.,"Sehr geehrte Damen und Herren,

vielen Dank für Ihre Anfrage. Bitte teilen Sie uns die genaue Fehlermeldung und Ihre aktuelle Softwareversion mit. Überprüfen Sie außerdem, ob Ihr Computer die Systemanforderungen für die neue Version erfüllt.",1,1.0,Software & IT
2023-06-12,Wie oft muss ich meine SCS-100 warten lassen?,"Sehr geehrte Damen und Herren,

vielen Dank für Ihre Anfrage. Die SCS-100 sollte gemäß dem Wartungsplan im Handbuch im Downloadbereich alle 12 Monate oder nach 500 Betriebsstunden gewartet werden. Die genauen Intervalle können je nach Einsatz variieren.",13,1.0,Wartung & Service
2023-07-03,Meine DM-500 ist innerhalb der Garantiezeit kaputtgegangen. Wie gehe ich vor?,"Sehr geehrte Damen und Herren,

vielen Dank für Ihre Anfrage. Bitte teilen Sie uns Ihre Bestellnummer, die Seriennummer Ihrer DM-500 und eine detaillierte Beschreibung des Defekts mit. Wir werden dann den Garantieanspruch prüfen und Ihnen die weiteren Schritte mitteilen.",14,1.0,Garantie & Reklamation
2023-07-18,Ich brauche Hilfe bei der Inbetriebnahme meiner SNU-200.,"Sehr geehrte Damen und Herren,

vielen Dank für Ihre Anfrage. Wir bieten Unterstützung bei der Inbetriebnahme der SNU-200 an. Sie können unseren technischen Support unter [Telefonnummer] erreichen, oder wir vereinbaren einen Vor-Ort-Termin mit einem unserer Techniker.",0,0.3138873647006582,Schulung & Inbetriebnahme
2023-08-09,Wo finde ich das Handbuch für die FSL-300?,"Sehr geehrte Damen und Herren,

vielen Dank für Ihre Anfrage. Das Handbuch für die FSL-300 finden Sie im Downloadbereich auf unserer Website. Sie können es dort direkt herunterladen.",0,0.10107891412408039,Schulung & Inbetriebnahme
2023-08-25,Können Sie mir ein Angebot für Ersatzteile für die Hydraulik der HP-150 machen?,"Sehr geehrte Damen und Herren,

vielen Dank für Ihre Anfrage. Für ein konkretes Angebot benötigen wir die genaue Bezeichnung der benötigten Ersatzteile und die Seriennummer Ihrer HP-150.",4,1.0,Ersatzteile & Technik
2023-09-11,Warnung 'Sensorfehler' bei CNCF-500. Was tun?,"Sehr geehrte Damen und Herren,

vielen Dank für Ihre Anfrage. Ein Sensorfehler bei Ihrer CNCF-500 kann verschiedene Ursachen haben. Bitte überprüfen Sie die Verkabelung und den Zustand des Sensors. Im Handbuch im Downloadbereich finden Sie weitere Informationen zur Fehlerbehebung.",8,1.0,Ersatzteile & Technik
2023-09-28,"Software stürzt ab, seit dem Update. Version 2.5","Sehr geehrte Damen und Herren,

vielen Dank für Ihre Anfrage. Abstürze nach einem Update können vorkommen. Versuchen Sie, die Software neu zu installieren. Falls das Problem weiterhin besteht, kontaktieren Sie uns erneut.",1,1.0,Software & IT
2023-10-16,Wie lange dauert ein typischer Wartungstermin für die DM-500?,"Sehr geehrte Damen und Herren,

vielen Dank für Ihre Anfrage. Ein typischer Wartungstermin für die DM-500 dauert ca. 4-6 Stunden, abhängig vom Umfang der Arbeiten.",13,1.0,Wartung & Service
2023-11-05,"Hallo, ich habe am 15.10 bestellt und noch nix gehört. Bestellnr. 67890. Und ich bräuchte auch mal die Rechnung.","Sehr geehrte Damen und Herren,

vielen Dank für Ihre Anfrage. Wir prüfen umgehend den Status Ihrer Bestellung 67890 und senden Ihnen die Versandbestätigung sowie die Rechnung per E-Mail zu. Bitte geben Sie uns noch kurz die Seriennummer Ihrer Maschine.",11,1.0,Lieferung & Bestellung
2023-01-15,"Hallo, ich habe am 10.01. eine DM-500 bestellt, aber noch keine Versandbestätigung erhalten. Bestellnummer ist 20230110-01.","Guten Tag. Ihre Bestellung vom 10.01. für die DM-500 wird derzeit bearbeitet. Die Versandbestätigung sollte innerhalb von 24-48 Stunden per E-Mail an Sie gesendet werden. Bitte prüfen Sie auch Ihren Spam-Ordner. Sollten Sie bis morgen Abend keine Versandbestätigung erhalten haben, melden Sie sich bitte erneut.",10,1.0,Lieferung & Bestellung
2023-01-22,"Ich brauche dringend ein Ersatzteil für meine FSL-300, Artikelnummer 4711. Können Sie mir ein Angebot machen und die Lieferzeit nennen?","Guten Tag. Gerne erstellen wir Ihnen ein Angebot für das Ersatzteil (Artikelnummer 4711) für Ihre FSL-300. Bitte geben Sie uns die Seriennummer Ihrer Maschine an, damit wir sicherstellen können, dass es sich um das korrekte Ersatzteil handelt. Die Lieferzeit beträgt in der Regel 3-5 Werktage.",2,1.0,Lieferung & Bestellung
2023-02-05,Die Spindel meiner CNCF-500 zeigt eine Übertemperaturwarnung. Was kann ich tun?,"Guten Tag. Eine Übertemperaturwarnung der Spindel kann verschiedene Ursachen haben. Bitte prüfen Sie zunächst die Kühlmittelversorgung und ob die Lüftungsschlitze frei sind. Im Handbuch im Downloadbereich finden Sie eine detaillierte Fehlerbehebung. Notieren Sie sich die genaue Fehlermeldung und die Betriebsbedingungen, wenn das Problem erneut auftritt.",5,1.0,Sonstiges
2023-02-18,Unsere Software für die SCS-100 stürzt ständig ab. Wir nutzen Version 2.3. Was können wir tun?,"Guten Tag. Software-Abstürze können durch verschiedene Faktoren verursacht werden. Bitte stellen Sie sicher, dass Ihr System die Mindestanforderungen für Version 2.3 erfüllt. Versuchen Sie, die Software neu zu installieren. Wenn das Problem weiterhin besteht, kontaktieren Sie uns bitte mit einer genauen Beschreibung, wann der Absturz auftritt und welche Schritte dazu führen.",1,1.0,Software & IT
2023-03-01,Wann ist die nächste Wartung für die HP-150 fällig? Wir haben die Maschine vor 6 Monaten in Betrieb genommen.,"Guten Tag. Die Wartungsintervalle für die HP-150 finden Sie im Wartungsplan im Handbuch. Bei einer Inbetriebnahme vor 6 Monaten ist in der Regel die erste Routineinspektion fällig. Wir empfehlen, diese von einem qualifizierten Techniker durchführen zu lassen.",9,1.0,Wartung & Service
2023-03-12,Meine SNU-200 hat einen Defekt. Ich habe sie erst vor 2 Monaten gekauft. Was kann ich machen?,"Guten Tag. Bitte kontaktieren Sie uns mit Ihrer Bestellnummer und der Seriennummer der SNU-200. Wir prüfen, ob Ihr Gerät noch unter die Garantie fällt und wie wir den Defekt beheben können. Eine erste Diagnose kann oft schon per Fernsupport erfolgen.",-1,0.0,Lieferung & Bestellung
2023-04-08,Ich benötige eine Schulung für die DM-500. Wer kann uns helfen?,Guten Tag. Wir bieten regelmäßige Schulungen für die DM-500 an. Informationen zu den Terminen und Inhalten finden Sie auf unserer Webseite im Schulungsbereich. Alternativ können wir auch eine individuelle Schulung vor Ort anbieten.,0,1.0,Schulung & Inbetriebnahme
2023-04-20,Wo finde ich die Anleitung zur Inbetriebnahme der FSL-300?,"Guten Tag. Die Anleitung zur Inbetriebnahme der FSL-300 finden Sie im Handbuch, welches Sie im Downloadbereich auf unserer Webseite finden. Dort ist auch ein Video zur korrekten Installation verfügbar.",0,0.11654454530195535,Schulung & Inbetriebnahme
2023-05-03,Ich warte seit 3 Wochen auf mein Ersatzteil (Artikelnummer 8423) für die SCS-100!,"Guten Tag. Entschuldigen Sie die lange Lieferzeit. Bitte geben Sie uns Ihre Bestellnummer, damit wir den Status Ihrer Bestellung prüfen können. Wir werden uns umgehend darum kümmern.",9,0.27154575728971403,Wartung & Service
2023-05-15,Die Hydraulik meines CNCF-500 macht komische Geräusche.,"Guten Tag. Ungewöhnliche Geräusche der Hydraulik können auf ein Problem mit dem Ölstand oder einer defekten Pumpe hindeuten. Bitte prüfen Sie zunächst den Ölstand und ob es sichtbare Lecks gibt. Dokumentieren Sie, wann die Geräusche auftreten.",-1,0.0,Lieferung & Bestellung
2023-06-10,DXF Import funktioniert in der Software nicht. Version 3.1,"Guten Tag. Stellen Sie sicher, dass die DXF-Datei das korrekte Format hat und keine fehlerhaften Elemente enthält. Versuchen Sie, die Datei in einem anderen Programm zu öffnen, um die Kompatibilität zu überprüfen. Wenn das Problem weiterhin besteht, senden Sie uns die DXF-Datei zur Analyse.",7,0.20541491663374642,Software & IT
2023-06-25,Ich möchte einen Wartungsvertrag für meine HP-150 abschließen.,Guten Tag. Informationen zu unseren Wartungsverträgen finden Sie auf unserer Webseite im Servicebereich. Sie können dort auch direkt ein Angebot anfordern. Alternativ kontaktieren Sie uns gerne telefonisch.,-1,0.0,Lieferung & Bestellung
2023-07-02,Bestellnummer 20230702-05. Wo ist meine DM-500?,Guten Tag. Ihre Bestellung 20230702-05 für die DM-500 wurde gestern versandt. Sie erhalten die Sendungsnummer per E-Mail. Sie können den Sendungsstatus auch im Kundenportal verfolgen.,6,1.0,Lieferung & Bestellung
2023-07-18,Sensor an der SCS-100 defekt. Wie tausche ich den aus?,"Guten Tag. Der Austausch eines Sensors sollte von einem qualifizierten Techniker durchgeführt werden. Im Handbuch im Downloadbereich finden Sie eine Explosionszeichnung der SCS-100 mit den Teilenummern. Bitte geben Sie uns die Seriennummer Ihrer Maschine, damit wir sicherstellen können, dass Sie das korrekte Ersatzteil bestellen.",8,1.0,Ersatzteile & Technik
2023-08-09,Software Lizenz für FSL-300 verloren. Wie bekomme ich eine neue?,Guten Tag. Bitte kontaktieren Sie uns mit Ihrer Seriennummer der FSL-300 und dem Namen des ursprünglichen Lizenzinhabers. Wir können Ihnen dann eine neue Lizenz ausstellen.,1,0.7242449361662325,Software & IT
2023-08-22,Die Maschine piept und zeigt 'Druck zu niedrig' an. (CNCF-500),Guten Tag. Ein 'Druck zu niedrig'-Alarm deutet auf ein Problem mit dem Drucksystem hin. Bitte prüfen Sie die Druckluftversorgung und die Schläuche auf Lecks. Reinigen Sie ggf. den Druckregler. Notieren Sie sich die genaue Fehlermeldung.,4,0.07325185615897702,Ersatzteile & Technik
2023-09-05,Ersatzteil Anfrage SNU-200 Artikel 7890 + Anfrage Lieferzeit?,Guten Tag. Wir prüfen die Verfügbarkeit von Artikel 7890 für die SNU-200 und senden Ihnen umgehend ein Angebot mit der Lieferzeit. Bitte geben Sie die Seriennummer Ihrer Maschine an.,2,1.0,Lieferung & Bestellung
2023-09-19,Garantie für DM-500. Maschine defekt innerhalb der Garantiezeit!,"Guten Tag. Bitte senden Sie uns Ihre Bestellnummer, die Seriennummer der DM-500 und eine genaue Beschreibung des Defekts. Wir prüfen, ob die Maschine noch unter die Garantie fällt und wie wir den Defekt beheben können.",3,0.09859853678502266,Garantie & Reklamation
2023-10-11,Brauche Hilfe bei der Installation der SCS-100 Software.,"Guten Tag. Die Installationsanleitung für die SCS-100 Software finden Sie im Handbuch auf unserer Webseite im Downloadbereich. Dort ist auch ein Video zur Installation verfügbar. Wenn Sie weitere Unterstützung benötigen, kontaktieren Sie uns bitte.",0,0.27704053376609816,Schulung & Inbetriebnahme
2023-10-28,Lieferstatus fehlt bei Bestellung 20231028-02. HP-150,"Guten Tag. Wir prüfen den Status Ihrer Bestellung 20231028-02 für die HP-150 und informieren Sie umgehend.  Bitte geben Sie uns Ihre E-Mail Adresse, falls die Versandbestätigung in Ihrem Spam Ordner gelandet ist.",-1,0.0,Lieferung & Bestellung
